ID,Name,Industry,Inception,Employees,State,City,Revenue,Expenses,Profit,Growth
9110,Buretteadmirable,Government Services,2007,294,VA,PEARLAND,"$658,438","9,331,996 Dollars",,14%
9111,Inventtremendous,IT Services,2015,199,MD,Lakewood,"$12,669,140","7,065,918 Dollars",,63%
9112,Overviewparrot,Retail,2019,340,TX,Frisco,"$14,221,417","2,563,1075 Dollars",,14%
9113,Belaguerra,Government Services,2005,241,IL,Novi,"$19,087,078","765,1199 Dollars",,15%
9114,Allpossible,Construction,2022,418,OH,Atlanta,"$15,599,570","5,929,1404 Dollars",,27%
9115,Comparejson,Construction,2014,496,MN,Bethesda,"$16,939,631","1,417,1232 Dollars",,16%
9116,Pickledcanoeing,Software,2022,159,DC,Bethesda,"$17,522,013","3,439,804 Dollars",,43%
9117,Assurehelp,IT Services,2010,54,CA,Orlando,"$16,214,718","6,500,1276 Dollars",,62%
9118,Shrimpssecurity,IT Services,2017,470,ME,Richmond,"$5,427,633","7,237,959 Dollars",,66%
9119,Rawfishcomplete,IT Services,2021,487,MN,Indianapolis,"$10,691,226","2,005,771 Dollars",,82%
9120,Buretteadmirable,Health,2014,386,TX,Hickory Hills,"$210,573","3,330,1405 Dollars",,0%
9121,Inventtremendous,Software,2011,204,MI,Fresno,"$379,596","9,331,997 Dollars",,45%
9122,Overviewparrot,Software,2013,240,CA,Washington,"$4,951,154","7,065,919 Dollars",,59%
9123,Belaguerra,Health,2014,491,WI,Providence,"$2,834,868","2,563,1076 Dollars",,27%
9124,Allpossible,Health,2007,500,OH,New Haven,"$18,584,657","765,1200 Dollars",,5%
9125,Comparejson,IT Services,2014,77,PA,Sandy,"$15,608,877","5,929,1405 Dollars",,89%
9126,Pickledcanoeing,IT Services,2007,200,NV,Rockville,"$16,806,582","1,417,1233 Dollars",,87%
9127,Assurehelp,Government Services,2017,355,NC,Bloomington,"$13,531,560","3,439,805 Dollars",,9%
9128,Shrimpssecurity,IT Services,2005,152,VA,Wichita,"$9,213,084","6,500,1277 Dollars",,86%
9129,Rawfishcomplete,Software,2014,270,MD,San Diego,"$15,942,959","7,237,960 Dollars",,64%
9130,Buretteadmirable,IT Services,2018,224,TX,San Diego,"$10,011,106","2,005,772 Dollars",,72%
9131,Inventtremendous,IT Services,2012,244,IL,Omaha,"$3,413,561","3,330,1406 Dollars",,88%
9132,Overviewparrot,Health,2009,322,OH,New York,"$8,763,723","9,331,998 Dollars",,10%
9133,Belaguerra,Software,2015,249,MN,Winter Garden,"$12,124,139","7,065,920 Dollars",,60%
9134,Allpossible,Construction,2011,342,DC,Boston,"$17,622,865","2,563,1077 Dollars",,2%
9135,Comparejson,Retail,2009,252,CA,Dallas,"$16,130,111","765,1201 Dollars",,13%
9136,Pickledcanoeing,Software,2006,136,ME,Lubbock,"$15,825,667","5,929,1406 Dollars",,47%
9137,Assurehelp,IT Services,2016,361,MN,Burbank,"$9,067,524","1,417,1234 Dollars",,81%
9138,Shrimpssecurity,IT Services,2022,405,TX,Reston,"$10,772,993","3,439,806 Dollars",,61%
9139,Rawfishcomplete,Retail,2021,446,MI,Wilmington,"$2,504,261","6,500,1278 Dollars",,12%
9140,Buretteadmirable,IT Services,2008,217,CA,Austin,"$12,680,966","7,237,961 Dollars",,86%
9141,Inventtremendous,Construction,2005,423,WI,Minneapolis,"$11,858,185","2,005,773 Dollars",,27%
9142,Overviewparrot,IT Services,2017,289,OH,San Clemente,"$7,757,180","3,330,1407 Dollars",,88%
9143,Belaguerra,Health,2011,269,PA,Horsham,"$3,693,373","9,331,999 Dollars",,0%
9144,Allpossible,Retail,2016,347,NV,Chicago,"$3,021,971","7,065,921 Dollars",,10%
9145,Comparejson,Health,2010,392,NC,San Diego,"$4,626,069","2,563,1078 Dollars",,18%
9146,Pickledcanoeing,Financial Services,2012,417,VA,San Diego,"$16,197,165","765,1202 Dollars",,12%
9147,Assurehelp,IT Services,2006,58,MD,Overland Park,"$13,613,927","5,929,1407 Dollars",,70%
9148,Shrimpssecurity,IT Services,2007,181,TX,Boston,"$14,506,261","1,417,1235 Dollars",,65%
9149,Rawfishcomplete,Health,2005,478,IL,Portland,"$2,610,150","3,439,807 Dollars",,8%
9150,Buretteadmirable,Financial Services,2009,452,OH,Chelmsford,"$3,262,255","6,500,1279 Dollars",,11%
9151,Inventtremendous,Health,2019,296,MN,Seattle,"$4,276,132","7,237,962 Dollars",,8%
9152,Overviewparrot,Retail,2018,51,DC,Waxhaw,"$13,569,110","2,005,774 Dollars",,14%
9153,Belaguerra,Health,2019,464,CA,Reston,"$4,902,946","3,330,1408 Dollars",,24%
9154,Allpossible,Financial Services,2015,113,ME,Blacksburg,"$11,230,730","9,331,1000 Dollars",,11%
9155,Comparejson,IT Services,2017,337,MN,Elk Grove Village,"$1,673,294","7,065,922 Dollars",,61%
9156,Pickledcanoeing,Retail,2008,19,TX,Clearwater,"$11,907,076","2,563,1079 Dollars",,14%
9157,Assurehelp,Construction,2018,415,MI,Baltimore,"$8,086,490","765,1203 Dollars",,20%
9158,Shrimpssecurity,Construction,2007,435,CA,Hamilton,"$12,657,194","5,929,1408 Dollars",,10%
9159,Rawfishcomplete,Retail,2007,154,WI,Houston,"$4,169,940","1,417,1236 Dollars",,13%
9160,Buretteadmirable,IT Services,2015,94,OH,San Jose,"$4,923,799","3,439,808 Dollars",,67%
9161,Inventtremendous,Construction,2005,477,PA,Redmond,"$12,423,222","6,500,1280 Dollars",,26%
9162,Overviewparrot,Financial Services,2019,49,NV,Fort Walton Beach,"$6,453,403","7,237,963 Dollars",,7%
9163,Belaguerra,IT Services,2018,279,NC,Franklin,"$8,316,138","2,005,775 Dollars",,82%
9164,Allpossible,IT Services,2020,274,VA,Austin,"$3,239,726","3,330,1409 Dollars",,83%
9165,Comparejson,IT Services,2009,258,MD,San Diego,"$10,304,079","9,331,1001 Dollars",,67%
9166,Pickledcanoeing,Retail,2018,35,TX,Staten Island,"$9,403,538","7,065,923 Dollars",,12%
9167,Assurehelp,Software,2019,13,WI,Vista,"$2,162,307","2,563,1080 Dollars",,55%
9168,Shrimpssecurity,Construction,2006,411,OH,Ann Arbor,"$1,950,610","765,1204 Dollars",,14%
9169,Rawfishcomplete,Construction,2014,480,PA,Farmingdale,"$9,031,454","5,929,1409 Dollars",,14%
9170,Buretteadmirable,Financial Services,2007,342,NV,Reston,"$6,463,276","1,417,1237 Dollars",,5%
9171,Inventtremendous,Software,2017,8,NC,Minneapolis,"$6,095,864","3,439,809 Dollars",,44%
9172,Overviewparrot,IT Services,2020,496,VA,Aliso Viejo,"$14,186,807","6,500,1281 Dollars",,71%
9173,Belaguerra,Health,2012,58,MD,Chicago,"$19,265,505","7,237,964 Dollars",,8%
9174,Allpossible,Health,2020,367,TX,La Crosse,"$1,980,868","2,005,776 Dollars",,19%
9175,Comparejson,IT Services,2012,49,IL,Newport Beach,"$3,033,268","3,330,1410 Dollars",,90%
9176,Pickledcanoeing,Health,2011,462,OH,Ashburn,"$15,922,763","9,331,1002 Dollars",,27%
9177,Assurehelp,Retail,2006,310,MN,Smyrna,"$3,821,569","7,065,924 Dollars",,13%
9178,Shrimpssecurity,Retail,2020,357,DC,West Chester,"$4,768,550","2,563,1081 Dollars",,10%
9179,Rawfishcomplete,Construction,2020,20,CA,Newark,"$13,278,117","765,1205 Dollars",,19%
9180,Buretteadmirable,Retail,2011,467,ME,San Antonio,"$18,612,975","5,929,1410 Dollars",,11%
9181,Inventtremendous,IT Services,2017,71,MN,Herndon,"$4,833,083","1,417,1238 Dollars",,65%
9182,Overviewparrot,IT Services,2020,478,TX,Chicago,"$15,277,663","3,439,810 Dollars",,60%
9183,Belaguerra,IT Services,2008,204,MI,Minneapolis,"$9,184,117","6,500,1282 Dollars",,64%
9184,Allpossible,IT Services,2016,65,CA,Kittery,"$4,971,149","7,237,965 Dollars",,84%
9185,Comparejson,Health,2018,220,WI,San Diego,"$19,934,869","2,005,777 Dollars",,18%
9186,Pickledcanoeing,IT Services,2009,83,OH,Jackson,"$9,673,627","3,330,1411 Dollars",,72%
9187,Assurehelp,Software,2019,52,PA,North Charleston,"$4,081,293","9,331,1003 Dollars",,50%
9188,Shrimpssecurity,IT Services,2020,442,NV,Tampa,"$6,754,400","7,065,925 Dollars",,81%
9189,Rawfishcomplete,Construction,2007,301,NC,Chapel Hill,"$1,067,388","2,563,1082 Dollars",,21%
9190,Buretteadmirable,Financial Services,2011,74,VA,Chesapeake,"$10,556,068","765,1206 Dollars",,7%
9191,Inventtremendous,IT Services,2008,284,MD,Chesapeake,"$11,749,564","5,929,1411 Dollars",,69%
9192,Overviewparrot,Software,2016,372,TX,Dallas,"$4,056,580","1,417,1239 Dollars",,61%
9193,Belaguerra,Retail,2018,488,IL,Woodbine,"$12,452,901","3,439,811 Dollars",,12%
9194,Allpossible,Financial Services,2017,76,OH,Roswell,"$16,670,088","6,500,1283 Dollars",,13%
9195,Comparejson,Health,2008,261,MN,Orlando,"$3,027,582","7,237,966 Dollars",,12%
9196,Pickledcanoeing,Financial Services,2009,79,DC,San Diego,"$8,890,521","2,005,778 Dollars",,12%
9197,Assurehelp,Financial Services,2019,385,CA,Montgomery,"$14,599,984","3,330,1412 Dollars",,12%
9198,Shrimpssecurity,Construction,2014,248,ME,Oklahoma City,"$15,705,977","9,331,1004 Dollars",,14%
9199,Rawfishcomplete,Health,2011,418,MN,Glen Allen,"$8,454,144","7,065,926 Dollars",,9%
9200,Buretteadmirable,IT Services,2016,231,TX,Golden Valley,"$17,857,644","2,563,1083 Dollars",,63%
9201,Inventtremendous,IT Services,2020,148,MI,Westchester,"$18,749,425","765,1207 Dollars",,67%
9202,Overviewparrot,Financial Services,2006,373,CA,Warren,"$2,251,316","5,929,1412 Dollars",,13%
9203,Belaguerra,Software,2022,371,WI,Columbus,"$5,836,974","1,417,1240 Dollars",,64%
9204,Allpossible,Software,2018,180,OH,Encino,"$16,302,963","3,439,812 Dollars",,48%
9205,Comparejson,Health,2009,282,PA,Pasadena,"$11,836,778","6,500,1284 Dollars",,21%
9206,Pickledcanoeing,IT Services,2016,214,NV,Addison,"$1,694,231","7,237,967 Dollars",,69%
9207,Assurehelp,Software,2016,208,NC,Orlando,"$3,644,105","2,005,779 Dollars",,46%
9208,Shrimpssecurity,Health,2011,491,VA,Spring Hill,"$16,456,189","3,330,1413 Dollars",,22%
9209,Rawfishcomplete,Government Services,2014,347,MD,Houston,"$11,235,521","9,331,1005 Dollars",,8%
9210,Buretteadmirable,Software,2015,9,TX,Moorestown,"$9,678,007","7,065,927 Dollars",,56%
9211,Inventtremendous,Health,2019,240,IL,Ashburn,"$1,904,320","2,563,1084 Dollars",,8%
9212,Overviewparrot,Health,2017,334,OH,Dallas,"$6,809,630","765,1208 Dollars",,20%
9213,Belaguerra,IT Services,2021,78,MN,Sterling,"$7,078,631","5,929,1413 Dollars",,84%
9214,Allpossible,Health,2011,216,DC,Annapolis,"$5,649,578","1,417,1241 Dollars",,22%
9215,Comparejson,IT Services,2011,313,CA,New York,"$668,745","3,439,813 Dollars",,67%
9216,Pickledcanoeing,Financial Services,2009,304,ME,Walnut,"$11,873,084","6,500,1285 Dollars",,15%
9217,Assurehelp,Health,2013,253,MN,Plano,"$8,009,239","7,237,968 Dollars",,0%
9218,Shrimpssecurity,IT Services,2017,66,TX,Stafford,"$3,028,584","2,005,780 Dollars",,64%
9219,Rawfishcomplete,Retail,2012,458,MI,Scarsdale,"$19,360,662","3,330,1414 Dollars",,15%
9220,Buretteadmirable,Health,2009,202,CA,Greensboro,"$3,762,307","9,331,1006 Dollars",,27%
9221,Inventtremendous,Government Services,2022,164,WI,Coronado,"$16,487,953","7,065,928 Dollars",,14%
9222,Overviewparrot,Construction,2010,184,OH,Framingham,"$1,620,448","2,563,1085 Dollars",,4%
9223,Belaguerra,Software,2018,191,PA,Huntsville,"$14,942,967","765,1209 Dollars",,55%
9224,Allpossible,IT Services,2017,342,NV,Scottsdale,"$9,211,318","5,929,1414 Dollars",,83%
9225,Comparejson,IT Services,2012,494,NC,Omaha,"$1,647,330","1,417,1242 Dollars",,82%
9226,Pickledcanoeing,Financial Services,2021,360,VA,Sterling,"$5,269,853","3,439,814 Dollars",,6%
9227,Assurehelp,IT Services,2011,396,MD,Boston,"$15,501,977","6,500,1286 Dollars",,64%
9228,Shrimpssecurity,Software,2016,402,TX,Willow Grove,"$15,956,164","7,237,969 Dollars",,51%
9229,Rawfishcomplete,Financial Services,2014,455,IL,Rockville,"$10,782,690","2,005,781 Dollars",,7%
9230,Buretteadmirable,Government Services,2014,207,OH,Canton,"$12,448,549","3,330,1415 Dollars",,14%
9231,Inventtremendous,IT Services,2016,208,MN,Independence,"$11,485,364","9,331,1007 Dollars",,74%
9232,Overviewparrot,IT Services,2018,475,DC,Irmo,"$15,885,851","7,065,929 Dollars",,82%
9233,Belaguerra,IT Services,2009,44,CA,Sterling,"$5,477,195","2,563,1086 Dollars",,73%
9234,Allpossible,IT Services,2016,412,ME,Hanover,"$18,093,128","765,1210 Dollars",,70%
9235,Comparejson,Health,2011,207,MN,Cincinnati,"$9,673,374","5,929,1415 Dollars",,9%
9236,Pickledcanoeing,Retail,2008,432,TX,San Luis Obispo,"$13,582,992","1,417,1243 Dollars",,11%
9237,Assurehelp,Financial Services,2021,12,MI,Boston,"$16,588,620","3,439,815 Dollars",,6%
9238,Shrimpssecurity,IT Services,2006,461,CA,Bellevue,"$18,244,616","6,500,1287 Dollars",,62%
9239,Rawfishcomplete,Financial Services,2018,390,WI,Atlanta,"$18,193,106","7,237,970 Dollars",,15%
9240,Buretteadmirable,Health,2008,463,OH,Fort Worth,"$19,520,417","2,005,782 Dollars",,24%
9241,Inventtremendous,Retail,2013,466,PA,Minnetonka,"$14,128,734","3,330,1416 Dollars",,10%
9242,Overviewparrot,IT Services,2009,294,NV,Annapolis,"$1,875,604","9,331,1008 Dollars",,70%
9243,Belaguerra,Health,2015,111,NC,Washington,"$14,437,661","7,065,930 Dollars",,17%
9244,Allpossible,Retail,2016,91,VA,Falls Church,"$17,596,084","2,563,1087 Dollars",,15%
9245,Comparejson,Health,2013,388,MD,Richmond,"$11,742,576","765,1211 Dollars",,7%
9246,Pickledcanoeing,Government Services,2011,93,TX,Cranbury,"$18,478,824","5,929,1416 Dollars",,5%
9247,Assurehelp,IT Services,2019,248,IL,Stafford,"$18,091,301","1,417,1244 Dollars",,77%
9248,Shrimpssecurity,IT Services,2011,367,OH,Columbia,"$5,051,374","3,439,816 Dollars",,84%
9249,Rawfishcomplete,Financial Services,2020,93,MN,South Jordan,"$9,268,558","6,500,1288 Dollars",,6%
9250,Buretteadmirable,IT Services,2005,32,DC,Pembroke Pines,"$1,413,067","7,237,971 Dollars",,65%
9251,Inventtremendous,IT Services,2016,389,CA,Falls Church,"$9,732,983","2,005,783 Dollars",,75%
9252,Overviewparrot,Financial Services,2006,322,ME,Worley,"$7,289,781","3,330,1417 Dollars",,13%
9253,Belaguerra,Health,2007,460,MN,Apopka,"$6,958,523","9,331,1009 Dollars",,0%
9254,Allpossible,Health,2009,267,TX,Anderson,"$6,313,447","7,065,931 Dollars",,22%
9255,Comparejson,Financial Services,2013,285,MI,Jacksonville,"$3,981,294","2,563,1088 Dollars",,9%
9256,Pickledcanoeing,Government Services,2010,489,CA,Louisville,"$7,521,803","765,1212 Dollars",,7%
9257,Assurehelp,IT Services,2005,413,WI,Reston,"$1,359,424","5,929,1417 Dollars",,75%
9258,Shrimpssecurity,IT Services,2007,447,OH,Tampa,"$19,215,499","1,417,1245 Dollars",,88%
9259,Rawfishcomplete,Health,2013,455,PA,Baltimore,"$13,675,417","3,439,817 Dollars",,23%
9260,Buretteadmirable,IT Services,2011,33,NV,Reston,"$5,339,572","6,500,1289 Dollars",,70%
9261,Inventtremendous,Retail,2005,210,NC,Salt Lake City,"$17,207,115","7,237,972 Dollars",,14%
9262,Overviewparrot,IT Services,2012,48,VA,Rutherford,"$12,490,323","2,005,784 Dollars",,70%
9263,Belaguerra,Financial Services,2007,173,MD,Sterling Heights,"$16,010,336","3,330,1418 Dollars",,13%
9264,Allpossible,IT Services,2008,301,TX,Boston,"$13,947,157","9,331,1010 Dollars",,61%
9265,Comparejson,Health,2012,473,IL,Rockville,"$10,673,328","7,065,932 Dollars",,22%
9266,Pickledcanoeing,Construction,2015,105,OH,North Hollywood,"$13,297,813","2,563,1089 Dollars",,3%
9267,Assurehelp,Health,2006,97,MN,San Francisco,"$12,228,745","765,1213 Dollars",,27%
9268,Shrimpssecurity,Retail,2010,360,DC,Edina,"$2,584,600","5,929,1418 Dollars",,12%
9269,Rawfishcomplete,Retail,2021,407,CA,Broomfield,"$5,835,659","1,417,1246 Dollars",,14%
9270,Buretteadmirable,Health,2011,15,ME,Atlanta,"$11,965,524","3,439,818 Dollars",,23%
9271,Inventtremendous,Government Services,2011,226,MN,Redwood City,"$3,626,287","6,500,1290 Dollars",,7%
9272,Overviewparrot,IT Services,2015,331,TX,El Cajon,"$581,063","7,237,973 Dollars",,69%
9273,Belaguerra,Construction,2010,105,MI,Hilton Head Island,"$1,449,102","2,005,785 Dollars",,22%
9274,Allpossible,IT Services,2007,338,CA,Boardman,"$13,726,656","3,330,1419 Dollars",,75%
9275,Comparejson,Financial Services,2018,311,WI,Medford,"$8,675,281","9,331,1011 Dollars",,13%
9276,Pickledcanoeing,Government Services,2008,121,OH,Charlotte,"$16,028,119","7,065,933 Dollars",,7%
9277,Assurehelp,IT Services,2005,335,PA,Norwalk,"$11,855,163","2,563,1090 Dollars",,82%
9278,Shrimpssecurity,Financial Services,2016,187,NV,Chantilly,"$3,351,130","765,1214 Dollars",,11%
9279,Rawfishcomplete,IT Services,2016,23,NC,Centerville,"$3,267,226","5,929,1419 Dollars",,87%
9280,Buretteadmirable,Health,2013,55,VA,Savage,"$16,528,478","1,417,1247 Dollars",,17%
9281,Inventtremendous,IT Services,2014,227,MD,Westbury,"$6,858,728","3,439,819 Dollars",,79%
9282,Overviewparrot,Health,2012,132,TX,Austin,"$4,991,337","6,500,1291 Dollars",,24%
9283,Belaguerra,IT Services,2005,446,IL,Denver,"$18,726,337","7,237,974 Dollars",,64%
9284,Allpossible,Government Services,2016,37,OH,Maitland,"$6,166,324","2,005,786 Dollars",,15%
9285,Comparejson,Retail,2018,83,MN,Edison,"$14,276,410","3,330,1420 Dollars",,13%
9286,Pickledcanoeing,Health,2007,425,DC,Rockland,"$9,837,999","9,331,1012 Dollars",,6%
9287,Assurehelp,Retail,2014,211,CA,Coventry,"$16,525,528","7,065,934 Dollars",,15%
9288,Shrimpssecurity,Financial Services,2008,320,ME,Summerfield,"$17,667,591","2,563,1091 Dollars",,12%
9289,Rawfishcomplete,IT Services,2009,367,MN,Medley,"$4,009,185","765,1215 Dollars",,76%
9290,Buretteadmirable,IT Services,2015,496,TX,Tinley Park,"$7,770,831","5,929,1420 Dollars",,82%
9291,Inventtremendous,Government Services,2012,136,MI,Denver,"$12,553,776","1,417,1248 Dollars",,5%
9292,Overviewparrot,IT Services,2020,263,CA,Santa Ana,"$2,677,535","3,439,820 Dollars",,78%
9293,Belaguerra,IT Services,2011,361,WI,Chantilly,"$12,109,194","6,500,1292 Dollars",,61%
9294,Allpossible,Retail,2018,347,OH,San Antonio,"$3,552,668","7,237,975 Dollars",,13%
9295,Comparejson,Retail,2020,344,PA,Bellwood,"$6,813,518","2,005,787 Dollars",,13%
9296,Pickledcanoeing,Retail,2009,58,NV,Downers Grove,"$12,451,312","3,330,1421 Dollars",,12%
9297,Assurehelp,IT Services,2019,116,NC,Memphis,"$565,023","9,331,1013 Dollars",,88%
9298,Shrimpssecurity,IT Services,2021,9,VA,Mount Pleasant,"$10,311,039","7,065,935 Dollars",,67%
9299,Rawfishcomplete,IT Services,2010,173,MD,San Diego,"$16,101,436","2,563,1092 Dollars",,86%
9300,Buretteadmirable,Construction,2014,167,TX,St. Louis,"$13,441,197","765,1216 Dollars",,5%
9301,Inventtremendous,IT Services,2021,193,IL,Woodstock,"$4,439,642","5,929,1421 Dollars",,63%
9302,Overviewparrot,Government Services,2019,248,OH,Reston,"$17,407,465","1,417,1249 Dollars",,15%
9303,Belaguerra,Construction,2007,333,MN,Iselin,"$14,543,081","3,439,821 Dollars",,27%
9304,Allpossible,Government Services,2006,489,DC,Burnsville,"$15,282,198","6,500,1293 Dollars",,8%
9305,Comparejson,Financial Services,2006,291,CA,Austin,"$3,644,855","7,237,976 Dollars",,11%
9306,Pickledcanoeing,Health,2020,237,ME,Portland,"$3,902,364","2,005,788 Dollars",,8%
9307,Assurehelp,Health,2018,430,MN,Ashburn,"$9,793,022","3,330,1422 Dollars",,4%
9308,Shrimpssecurity,Health,2011,174,TX,Nashville,"$17,100,787","9,331,1014 Dollars",,6%
9309,Rawfishcomplete,IT Services,2016,337,MI,Minneapolis,"$2,084,177","7,065,936 Dollars",,75%
9310,Buretteadmirable,Construction,2017,355,CA,Chantilly,"$12,381,321","2,563,1093 Dollars",,19%
9311,Inventtremendous,IT Services,2017,269,WI,Westlake,"$19,528,533","765,1217 Dollars",,65%
9312,Overviewparrot,Health,2016,222,OH,Lewisville,"$5,726,417","5,929,1422 Dollars",,17%
9313,Belaguerra,IT Services,2015,76,PA,Irving,"$3,265,833","1,417,1250 Dollars",,63%
9314,Allpossible,Government Services,2007,12,NV,Omaha,"$5,317,592","3,439,822 Dollars",,5%
9315,Comparejson,Construction,2022,122,NC,Norwalk,"$3,518,454","6,500,1294 Dollars",,15%
9316,Pickledcanoeing,IT Services,2017,72,VA,Littleton,"$11,102,994","7,237,977 Dollars",,83%
9317,Assurehelp,Government Services,2014,43,MD,Charlotte,"$9,291,499","2,005,789 Dollars",,6%
9318,Shrimpssecurity,IT Services,2019,200,TX,Rochester Hills,"$15,855,877","3,330,1423 Dollars",,88%
9319,Rawfishcomplete,Financial Services,2014,473,IL,Sterling,"$319,785","9,331,1015 Dollars",,14%
9320,Buretteadmirable,Retail,2008,298,OH,Arvada,"$12,457,046","7,065,937 Dollars",,10%
9321,Inventtremendous,Financial Services,2016,160,MN,Schaumburg,"$1,974,662","2,563,1094 Dollars",,14%
9322,Overviewparrot,Construction,2017,423,DC,Bakersfield,"$19,482,628","765,1218 Dollars",,10%
9323,Belaguerra,Financial Services,2017,429,CA,Roswell,"$19,624,042","5,929,1423 Dollars",,9%
9324,Allpossible,Financial Services,2017,371,ME,Boca Raton,"$9,577,840","1,417,1251 Dollars",,13%
9325,Comparejson,Construction,2014,35,MN,New York,"$12,572,641","3,439,823 Dollars",,10%
9326,Pickledcanoeing,Health,2009,189,TX,Trenton,"$17,276,570","6,500,1295 Dollars",,10%
9327,Assurehelp,IT Services,2014,52,MI,Oakbrook Terrace,"$14,617,714","7,237,978 Dollars",,77%
9328,Shrimpssecurity,Health,2014,105,CA,Lombard,"$10,191,567","2,005,790 Dollars",,9%
9329,Rawfishcomplete,IT Services,2017,336,WI,Atlanta,"$8,976,106","3,330,1424 Dollars",,68%
9330,Buretteadmirable,Financial Services,2008,110,OH,Corona,"$17,142,176","9,331,1016 Dollars",,15%
9331,Inventtremendous,IT Services,2010,172,PA,New York,"$18,045,541","7,065,938 Dollars",,83%
9332,Overviewparrot,Government Services,2021,203,NV,Troy,"$6,480,646","2,563,1095 Dollars",,10%
9333,Belaguerra,Health,2007,161,NC,Hendersonville,"$166,421","765,1219 Dollars",,20%
9334,Allpossible,Financial Services,2012,193,VA,Tysons Corner,"$14,055,835","5,929,1424 Dollars",,8%
9335,Comparejson,IT Services,2020,137,MD,Naples,"$7,949,415","1,417,1252 Dollars",,76%
9336,Pickledcanoeing,IT Services,2014,66,TX,San Antonio,"$1,958,578","3,439,824 Dollars",,70%
9337,Assurehelp,Government Services,2013,296,IL,New York,"$3,553,942","6,500,1296 Dollars",,12%
9338,Shrimpssecurity,Health,2014,415,OH,Columbia,"$2,901,159","7,237,979 Dollars",,21%
9339,Rawfishcomplete,Financial Services,2008,316,MN,Chicago,"$17,291,150","2,005,791 Dollars",,14%
9340,Buretteadmirable,Health,2016,161,DC,Austin,"$776,794","3,330,1425 Dollars",,11%
9341,Inventtremendous,Health,2013,20,CA,Austin,"$10,396,317","9,331,1017 Dollars",,16%
9342,Overviewparrot,Health,2017,400,ME,Los Angeles,"$6,232,280","7,065,939 Dollars",,12%
9343,Belaguerra,Government Services,2022,14,MN,San Bernardino,"$9,514,017","2,563,1096 Dollars",,13%
9344,Allpossible,IT Services,2007,42,TX,Norcross,"$6,149,585","765,1220 Dollars",,89%
9345,Comparejson,Construction,2006,289,MI,Lake Oswego,"$11,542,859","5,929,1425 Dollars",,1%
9346,Pickledcanoeing,Health,2022,67,CA,Austin,"$17,637,879","1,417,1253 Dollars",,2%
9347,Assurehelp,Health,2006,50,WI,Oxnard,"$8,168,477","3,439,825 Dollars",,23%
9348,Shrimpssecurity,Financial Services,2020,129,OH,Irvine,"$18,858,662","6,500,1297 Dollars",,14%
9349,Rawfishcomplete,Construction,2018,242,PA,Hawthorne,"$12,489,746","7,237,980 Dollars",,25%
9350,Buretteadmirable,Government Services,2015,119,NV,Denver,"$7,650,483","2,005,792 Dollars",,11%
9351,Inventtremendous,Government Services,2017,331,NC,Houston,"$5,474,535","3,330,1426 Dollars",,14%
9352,Overviewparrot,Retail,2011,250,VA,Bethesda,"$13,328,166","9,331,1018 Dollars",,11%
9353,Belaguerra,Construction,2016,104,MD,San Antonio,"$15,958,933","7,065,940 Dollars",,6%
9354,Allpossible,Retail,2021,80,TX,Woodstock,"$7,495,184","2,563,1097 Dollars",,13%
9355,Comparejson,IT Services,2017,121,IL,Tucson,"$11,572,774","765,1221 Dollars",,87%
9356,Pickledcanoeing,Government Services,2017,191,OH,Greenbelt,"$15,867,660","5,929,1426 Dollars",,15%
9357,Assurehelp,Financial Services,2007,493,MN,Chandler,"$10,193,966","1,417,1254 Dollars",,7%
9358,Shrimpssecurity,IT Services,2006,352,DC,Carlsbad,"$7,021,232","3,439,826 Dollars",,80%
9359,Rawfishcomplete,Construction,2010,320,CA,Reston,"$15,272,886","6,500,1298 Dollars",,20%
9360,Buretteadmirable,Retail,2021,49,ME,Lindon,"$17,607,147","7,237,981 Dollars",,14%
9361,Inventtremendous,IT Services,2012,65,MN,Houston,"$16,794,031","2,005,793 Dollars",,79%
9362,Overviewparrot,IT Services,2017,55,TX,Herndon,"$18,259,690","3,330,1427 Dollars",,89%
9363,Belaguerra,Retail,2017,285,MI,Minneapolis,"$11,320,833","9,331,1019 Dollars",,13%
9364,Allpossible,IT Services,2022,7,CA,Lehi,"$14,315,586","7,065,941 Dollars",,84%
9365,Comparejson,Construction,2011,242,WI,Washington,"$12,501,990","2,563,1098 Dollars",,12%
9366,Pickledcanoeing,IT Services,2018,36,OH,Columbus,"$16,521,740","765,1222 Dollars",,66%
9367,Assurehelp,Health,2016,239,PA,Houston,"$6,188,312","5,929,1427 Dollars",,21%
9368,Shrimpssecurity,Retail,2022,69,NV,Highlands Ranch,"$10,415,454","1,417,1255 Dollars",,13%
9369,Rawfishcomplete,Health,2022,286,NC,Fort Lauderdale,"$14,760,405","3,439,827 Dollars",,27%
9370,Buretteadmirable,Financial Services,2019,26,VA,New York,"$3,444,547","6,500,1299 Dollars",,13%
9371,Inventtremendous,IT Services,2022,333,MD,Alpharetta,"$10,611,455","7,237,982 Dollars",,70%
9372,Overviewparrot,IT Services,2016,497,TX,Scottsdale,"$8,067,054","2,005,794 Dollars",,63%
9373,Belaguerra,Health,2013,170,IL,Humble,"$9,206,459","3,330,1428 Dollars",,23%
9374,Allpossible,Financial Services,2010,67,OH,Whitestone,"$1,306,936","9,331,1020 Dollars",,5%
9375,Comparejson,Health,2007,107,MN,Brooklyn,"$12,210,125","7,065,942 Dollars",,6%
